author_title;review_rating;review_text
054_Ni Luh Putu Vivin Karisma Dewi;4;Pelayanan sangat cepat dan mudah
Email Tiktok;5;Pelayanan ramah
03_ Adelia Putri;5;Pelayanannya sangat bagus
06_Ni Kadek Dwi Widiadnyani;5;sangat bangus
Ni Putu Serli Anjarani;5;Bagusss banget
I Wayan Sudiadnyana;5;Capil okk
Made Dinna;5;Dukcapil, okee!!!
04_kadek ayu sujani;5;Bagus
20_ Linda;5;Sangat baik
076_1B_Ni Wayan Pitriani Novita Sari;5;Aplikasi ini sangat membantu dan mudah saat di aplikasikan
TLM_Ni Putu Phendy Aryani;5;dukcapil, okee!!!
Aprilia Putri;5;Pelayanannya cepat
031_Putu Maharani Permana Putri;5;Pelayanan ramah dan cepat
Vibi Melia Putri;5;Pelayanan terbaik
Ni Komang Sri Purnama Dewi;5;Sangat membantu
038 A_Ida Ayu Kade Purnami;5;Pelayanannya cepat dan ramah👍👍👍
001_NI KOMANG JYOTI TRIANA PRANITA;5;Sangat bagus
Ni Made Desy Fitrianadi;5;Capil Denpasar
080 Putri Angely Kara;5;layanan cepat dan membantu
Intan Ardianthi;5;bagus
078 _I MADE AGUS SUTHA WIJAYA;5;Pelayanan bagus cepet
Martha Anggita;5;capil mantapp
053_Yuna Cahya Widiari;5;baik
023_Kadek Ratih Shantyadewi;5;Aplikasi sangat bermanfaat dan baik, dan operator nya ramah👍🌻
Yonita Maharanii;5;Pelayanan cepat dan ramah sangat membantu⭐️⭐️⭐️⭐️⭐️
Idanyoman Pebriadi;5;Sagat baik
031_Bunga Lestari;3;Memudahkan
Garnis Dewima;5;Sangat Bagus pelayananannya ramah
Dewa Ayu Pradnyani Putri;5;capil ok👍
029_Ni Luh Gde Listya Damayanti;5;Capil okk👍
ida ayu chandra;1;Sekelas Pelayanan Publik sangat tidak membantu, ke kantor disarankan untuk online sedangkan online sangat dipersulit, revisi berkali2 yang seharusnya bisa diberikan point2 untuk penyelesaian malah jadinya diulang berkali2, sudah konsultasi dengan WA malah tetap ada yg salah untuk revisi lagi, ini yg handle Website dan Konsultasi WA beda divisi kah kok bisa tidak sinkron.
22_Putu Adelia Sagita Putri;5;pelayanan cepat dan ramah
167_Ni Nengah Sri Nandari;5;Pelayanan ikd Capil denpasar mantap
Gita;5;mantap
047_Ni Wayan Dea Winandasari;5;Capil oke
019_Kadek Dian Swandewi;5;Sangat membantu
14 ni made amilia darmayanti;5;baik, mudah di mengerti
14_ NI Luh Putu Nata Cintya Pradnyani;5;Sangat memuaskan
019_Ni Putu Astiti Sriasih;5;Capil denpasar mantaf
Balibali 11;5;"Pegawai nya ramah,cepat dan nyaman

Ibu lely the best ramahnya🥰🥰🥰"
049_Bintang Sri maharani;5;Sangat membantu untuk pengurusan ktp digital
59_Desak Raka Purnama Sari;5;Capil oke
Sudita Puryana;5;Capil okk
33. Ni Wayan Setia Madianti;5;sangat baik
28. Ni Kadek Wulan Taria Dewi;5;Capil ok
Ni Komang Ayu Trisna Putri;5;Pelayanan bagus
Ni Komang Ayu Trisna Putri;5;Pelayanan bagus
081_Putu Karina Sinta Wijaya;5;sangat baik pelayanannya
041_ I Gst Ayu Agung Diah Paramita;4;Puas
07_Dewa Ayu Ary Laksmi;3;memudahkan masyarakat
132_Ni Putu Amelia Gnaneswari Widia Indrakshi;5;mantap
AyuOktaa;5;Bagus
Yunita Kamilia;5;Pelayanan luarbiasa
015_Ni Putu Aisa Mahendra Putri;4;Bagus melayani dengan ramah dan mudah di mengerti
Dewi Agung;5;Good, bagus
Kadek Poppy;5;Capil oke
yuk Diah;5;Capil oke
078_ Aghel Abigail;5;bagus
Yuni Gumala;5;Capil mantapp 💪👍
04_Ni Kadek Ayu Paradita;5;capil ok
wati kartika;5;Capil okk👍
107 _Alvin;5;capil oke
04_Bagus Darmawan;5;Panas antri
Ni Kadek Ayu Devi Suardaningsih;5;Sangat bagus
012_Ni kadek Pande Desi widiarsih;5;Pelayanannya sangat ramah dan membantu.
37_I Gede Bagas Jaya Sasmita;5;Pelayanan ikd denpasar mantaf
10_I Made Garry Nugraha;5;Capil oke
Pyccelin;5;Capil okee
183_I Gede Galvin Surya Susilajana;5;Capil Denpasar OK
Sumarna Cool;5;Capil mantapp
09_Kd Ayudea Natasia Jastin;5;menarik
Sri Sugiani;5;Capil okk👍
039_ Dayucahaya;5;sangat baik terimaksih
Dian Parisuda;5;Sangat membantu mempermuda dalam proses pendaftaran E KTP
Made Canting;5;Pelayanan ikd capil mantaf
Putri Pramesti;5;Senang
041_ I Gst Ayu Agung Diah Paramita;4;Puas
07_Dewa Ayu Ary Laksmi;3;memudahkan masyarakat
132_Ni Putu Amelia Gnaneswari Widia Indrakshi;5;mantap
AyuOktaa;5;Bagus
Yunita Kamilia;5;Pelayanan luarbiasa
015_Ni Putu Aisa Mahendra Putri;4;Bagus melayani dengan ramah dan mudah di mengerti
Dewi Agung;5;Good, bagus
Kadek Poppy;5;Capil oke
Kadek Darmayanti;5;Capil bagus
yuk Diah;5;Capil oke
Indra Yudha;2;"(Diterjemahkan oleh Google) Ruang menyusui masih kurang 😔
AC tidak berfungsi di ruangan tertutup, sulit bernafas.

(Asli)
Ruang menyusui masih kurang memadai 😔
AC tidak hidup di dalam ruangan tertutup, susah untuk bernafas."
18_Kadek Indah Widhi Armeli;5;"(Diterjemahkan oleh Google) Bos 👍

(Asli)
Capi 👍"
Ular Laut;5;"(Diterjemahkan oleh Google) Layanan pemerintah ""one stop"" yang sangat baik, lengkap dan ramah untuk dan di Bali

(Asli)
Very good, complete and friendly ""one stop"" government services for and in Bali"
Nur Habibah;5;"(Diterjemahkan oleh Google) Layanan luar biasa

(Asli)
Service excellent"
Paolo Scarabelli;4;"(Diterjemahkan oleh Google) Meskipun masih ada birokrasi yang cukup banyak, staf help desk berpengetahuan luas dan membantu, dan mereka akan memandu Anda melalui proses tersebut. Secara keseluruhan saya memiliki pengalaman yang baik.

(Asli)
Although there is still a fair amount of bureaucracy, the help desk staff is knowledgeable and helpful, and they will guide you through the process. Overall I had a good experience."
Dash is Sunbathing;5;"(Diterjemahkan oleh Google) Secara keseluruhan, tempat yang bagus dan mereka memiliki layanan yang lebih baik daripada kebanyakan kantor pemerintah yang pernah saya kunjungi sebelumnya.

(Asli)
Overall a good place and they have a better service than most governmental office I've visited in the past."
Dwiki Indra;5;"(Diterjemahkan oleh Google) tempatnya sangat nyaman pelayanannya juga baik

(Asli)
the place is very comfortable the service is also good"
Ni Made Davina Adelia Putri;5;"(Diterjemahkan oleh Google) kapel okeee👍🏻👍🏻👍🏻

(Asli)
capil okeeee👍🏻👍🏻👍🏻"
Arif We;1;"(Diterjemahkan oleh Google) Saya tidak peduli berapa lama untuk membuat e-ktp, belum selesai dalam 3 bulan

(Asli)
buat e-ktp ga tanggung2 lamanya,uda 3 bulan ga selesai2"
Shinichi Seki;1;"(Diterjemahkan oleh Google) Mereka hidup dari pajak yang kami bayar tetapi tidak ada yang datang untuk melayani bahkan pada jam 8:30

(Asli)
They live on tax we pay but nobody comes to service even at 8:30"
Pyccelin;5;Capil okee
183_I Gede Galvin Surya Susilajana;5;Capil Denpasar OK
Sumarna Cool;5;Capil mantapp
09_Kd Ayudea Natasia Jastin;5;menarik
Sri Sugiani;5;Capil okk👍
039_ Dayucahaya;5;sangat baik terimaksih
Dian Parisuda;5;Sangat membantu mempermuda dalam proses pendaftaran E KTP
Made Canting;5;Pelayanan ikd capil mantaf
Putri Pramesti;5;Senang
021_Luh Made Vera Maharani;5;"good

(Diterjemahkan oleh Google)
Bagus"
harri partha;4;"(Diterjemahkan oleh Google) Manajemen Perizinan

(Asli)
Pengurusan Surat Izin"
diah agustini;5;"(Diterjemahkan oleh Google) Yang terbaik

(Asli)
The bestt"
Ananda Pramarta;5;"(Diterjemahkan oleh Google) Pelayanan bagus

(Asli)
Good service"
Ermen Johannes;5;"(Diterjemahkan oleh Google) Bagus

(Asli)
Good"
Jacky Linton;5;🙏👍
Wahyu Satriawan;5;"(Diterjemahkan oleh Google) Bagus

(Asli)
Good"
Iang Widiarto;4;"(Diterjemahkan oleh Google) Orang layanan hebat

(Asli)
Great service person"
Ida Bagus Putu Wijaya;5;"(Diterjemahkan oleh Google) Besar..

(Asli)
great.."
Suma Dyantari;5;"(Diterjemahkan oleh Google) Bagus

(Asli)
Good"
dekdi 69;4;"(Diterjemahkan oleh Google) Bagus

(Asli)
Good"
102_Oktaviana Miwul;5;"(Diterjemahkan oleh Google) Bagus 👍👍

(Asli)
Good 👍👍"
021_Luh Made Vera Maharani;5;"(Diterjemahkan oleh Google) Bagus

(Asli)
good"
